lng,lat
-60.0,82.21888732910156
-60.0,82.99872589111328
-60.0,82.21888732910156
-60.01189422607422,82.21700286865234
-61.3699951171875,82.0016860961914
-61.38059616088867,82.0
-63.75,81.43245697021484
-63.75269317626953,81.4316635131836
-64.00236511230469,81.35809326171875
-64.18193817138672,81.30435180664062
-65.52655792236328,81.01251220703125
-65.58417510986328,81.0
-66.00102996826172,81.0
-65.58417510986328,81.0
-67.5,80.64830017089844
-67.50051879882812,80.64815521240234
-68.33091735839844,80.41764831542969
-69.33084869384766,80.00096130371094
-69.33088684082031,80.0000228881836
-69.33088684082031,80.0
-71.25,79.22303009033203
-72.00004577636719,79.0557861328125
-72.19576263427734,79.00303649902344
-72.20704650878906,79.0
-69.33088684082031,80.0
-69.33096313476562,79.65093231201172
-71.25,79.22303009033203
