lng,lat
-126.0,61.0
-128.0,61.0
-128.0,60.0
-128.0,61.0
-126.0,61.0
-128.0,61.0
-126.0,62.0
-127.70206451416016,62.0
-127.70206451416016,62.0
-127.72669982910156,62.0
-127.72669982910156,62.0
-127.74714660644531,62.0
-127.7745132446289,62.0
-127.7799301147461,62.0
-127.7799301147461,62.0
-127.81684112548828,62.0
-127.81684112548828,62.0
-127.82635498046875,62.0
-127.82635498046875,62.0
-128.0,62.0
-128.0,61.0
-128.0,61.780189514160156
-128.0,61.780189514160156
-128.0,61.79852294921875
-128.0,61.79852294921875
-128.0,61.97174072265625
-128.0,61.97174072265625
-128.0,61.97259521484375
-128.0,61.97259521484375
-128.0,62.0
-127.75289916992188,62.0
-127.7745132446289,62.0
-127.74714660644531,62.0
-127.75289916992188,62.0
-128.0,62.11041259765625
-128.0,62.10676193237305
-126.0,62.0
-127.70206451416016,62.0
-127.70206451416016,62.0
-127.72669982910156,62.0
-127.72669982910156,62.0
-127.74714660644531,62.0
-127.74714660644531,62.0
-127.75289916992188,62.0
-127.75289916992188,62.0
-127.7745132446289,62.0
-127.7745132446289,62.0
-127.7799301147461,62.0
-127.7799301147461,62.0
-127.81684112548828,62.0
-127.81684112548828,62.0
-127.82635498046875,62.0
-127.82635498046875,62.0
-128.0,62.0
-126.0,63.0
-128.0,63.0
-128.0,62.0
-128.0,62.09101486206055
-128.0,62.09101486206055
-128.0,62.10676193237305
-128.0,62.12708282470703
-128.0,62.13475036621094
-128.0,62.13475036621094
-128.0,62.13671875
-128.0,62.13671875
-128.0,62.13999557495117
-128.0,62.13999557495117
-128.0,62.147705078125
-128.0,62.147705078125
-128.0,62.19413375854492
-128.0,62.19413375854492
-128.0,62.19811248779297
-128.0,62.19811248779297
-128.0,62.2037239074707
-128.0,62.2037239074707
-128.0,62.21184539794922
-128.0,62.21184539794922
-128.0,62.21961975097656
-128.0,62.21961975097656
-128.0,62.22548294067383
-128.0,62.22548294067383
-128.0,63.0
-128.0,62.12708282470703
-128.0,62.11041259765625
-126.0,63.0
-128.0,63.0
-126.0,64.0
-128.0,64.0
-128.0,63.0
-128.0,64.0
-126.0,64.0
-128.0,64.0
-128.0,64.0
-128.0,65.0
-130.0,61.0
-130.0,60.0
-128.0,60.0
-128.0,61.0
-128.0,61.0
-130.0,61.0
-128.0,61.97259521484375
-128.0,61.97174072265625
-128.0452880859375,62.0
-128.04193115234375,62.0
-128.0,61.0
-130.0,61.0
-130.0,61.0
-130.0,62.0
-128.0,61.0
-128.0,61.780189514160156
-128.0,61.780189514160156
-128.0,61.79852294921875
-128.0,61.79852294921875
-128.0,61.97174072265625
-128.0452880859375,62.0
-130.0,62.0
-128.0,61.97259521484375
-128.0,62.0
-128.04193115234375,62.0
-128.0,62.0
-128.0,62.19811248779297
-128.0,62.19413375854492
-128.0,62.2037239074707
-128.0,62.21184539794922
-128.0,62.0
-128.04193115234375,62.0
-128.04193115234375,62.0
-128.0452880859375,62.0
-128.0452880859375,62.0
-130.0,62.0
-130.0,63.0
-130.0,62.0
-128.0,62.0
-128.0,62.09101486206055
-128.0,62.09101486206055
-128.0,62.10676193237305
-128.0,62.10676193237305
-128.0,62.11041259765625
-128.0,62.11041259765625
-128.0,62.12708282470703
-128.0,62.13475036621094
-128.0,62.13671875
-128.0,62.13999557495117
-128.0,62.147705078125
-128.0,62.147705078125
-128.0,62.19413375854492
-128.0,62.21961975097656
-128.0,62.22548294067383
-128.0,62.22548294067383
-128.0,63.0
-128.0,63.0
-130.0,63.0
-128.0,62.12708282470703
-128.0,62.13475036621094
-128.0,62.13671875
-128.0,62.13999557495117
-128.0,62.21184539794922
-128.0,62.21961975097656
-128.0,62.19811248779297
-128.0,62.2037239074707
-128.0,63.0
-130.0,63.0
-130.0,63.0
-130.0,64.0
-128.0,64.0
-130.0,64.0
-128.0,63.0
-128.0,64.0
-130.0,65.0
-130.0,64.0
-128.0,64.0
-128.0,65.0
-128.0,64.0
-130.0,64.0
-130.0,61.0
-132.0,61.0
-132.0,61.0
-132.0,60.0
-130.0,61.0
-130.0,60.0
-130.0,61.0
-132.0,61.0
-130.0,62.0
-132.0,62.0
-132.0,61.0
-132.0,62.0
-130.0,61.0
-130.0,62.0
-130.0,62.0
-132.0,62.0
-130.0,63.0
-132.0,63.0
-132.0,63.0
-132.0,62.0
-130.0,63.0
-130.0,62.0
-130.0,63.0
-132.0,63.0
-130.0,64.0
-132.0,64.0
-132.0,63.0
-132.0,64.0
-130.0,63.0
-130.0,64.0
-130.0,64.0
-132.0,64.0
-130.0,65.0
-130.0,64.0
-132.0,65.0
-132.0,64.0
-132.0,61.0
-132.0,60.0
-132.0,61.0
-134.0,61.0
-134.0,61.0
-134.0,60.0
-132.0,61.0
-134.0,61.0
-132.0,61.0
-132.0,62.0
-132.0,62.0
-134.0,62.0
-134.0,61.0
-134.0,62.0
-132.0,62.0
-134.0,62.0
-132.0,63.0
-132.0,62.0
-132.0,63.0
-134.0,63.0
-134.0,63.0
-134.0,62.0
-132.0,63.0
-134.0,63.0
-132.0,63.0
-132.0,64.0
-132.0,64.0
-134.0,64.0
-134.0,63.0
-134.0,64.0
-132.0,64.0
-134.0,64.0
-132.0,65.0
-132.0,64.0
-134.0,65.0
-134.0,64.0
-134.0,61.0
-134.0,60.0
-134.0,61.0
-136.0,61.0
-136.0,61.0
-136.0,60.0
-134.0,61.0
-136.0,61.0
-134.0,61.0
-134.0,62.0
-134.0,62.0
-136.0,62.0
-136.0,62.0
-136.0,61.0
-134.0,62.0
-136.0,62.0
-134.0,63.0
-134.0,62.0
-134.0,63.0
-136.0,63.0
-136.0,63.0
-136.0,62.0
-134.0,63.0
-136.0,63.0
-134.0,63.0
-134.0,64.0
-134.0,64.0
-136.0,64.0
-136.0,64.0
-136.0,63.0
-134.0,64.0
-136.0,64.0
-134.0,65.0
-134.0,64.0
-136.0,65.0
-136.0,64.0
-136.0,61.0
-136.0,60.0
-136.0,61.0
-138.0,61.0
-136.0,61.0
-138.0,61.0
-136.0,62.0
-136.0,61.0
-136.0,62.0
-138.0,62.0
-136.0,62.0
-138.0,62.0
-136.0,63.0
-136.0,62.0
-136.0,63.0
-138.0,63.0
-136.0,63.0
-138.0,63.0
-136.0,64.0
-136.0,63.0
-136.0,64.0
-138.0,64.0
-136.0,64.0
-138.0,64.0
-136.0,65.0
-136.0,64.0
