lng,lat
-105.73294067382812,77.55594635009766
-105.73162841796875,77.55565643310547
-105.73030853271484,77.55474090576172
-105.73165893554688,77.55388641357422
-105.73628234863281,77.55268859863281
-105.74022674560547,77.5522689819336
-105.74288177490234,77.55098724365234
-105.74028778076172,77.55034637451172
-105.73664093017578,77.54998779296875
-105.73236083984375,77.54914093017578
-105.73175048828125,77.54828643798828
-105.73635864257812,77.54779052734375
-105.74693298339844,77.54737091064453
-105.75715637207031,77.54638671875
-105.76083374023438,77.5456771850586
-105.76445770263672,77.54440307617188
-105.76970672607422,77.543701171875
-105.78227233886719,77.5433578491211
-105.78887176513672,77.54378509521484
-105.79251861572266,77.54470825195312
-105.7931137084961,77.546630859375
-105.78981018066406,77.54740142822266
-105.78486633300781,77.54796600341797
-105.7752914428711,77.54852294921875
-105.76638793945312,77.54866790771484
-105.75840759277344,77.54986572265625
-105.75807189941406,77.55050659179688
-105.75910186767578,77.55128479003906
-105.76664733886719,77.55264282226562
-105.77850341796875,77.5523681640625
-105.78413391113281,77.5523681640625
-105.79373168945312,77.55286407470703
-105.79600524902344,77.55371856689453
-105.79334259033203,77.55457305908203
-105.7791519165039,77.55463409423828
-105.76631164550781,77.55440521240234
-105.76331329345703,77.55461883544922
-105.75865173339844,77.55610656738281
-105.75505828857422,77.55674743652344
-105.74376678466797,77.55758666992188
-105.73982238769531,77.55744171142578
-105.73294067382812,77.55594635009766
-105.514892578125,77.4229507446289
-105.50801849365234,77.42357635498047
-105.50115203857422,77.42363739013672
-105.49434661865234,77.42298126220703
-105.49175262451172,77.42220306396484
-105.49177551269531,77.42134857177734
-105.49344635009766,77.42036437988281
-105.50164031982422,77.41938018798828
-105.50621032714844,77.41917419433594
-105.5101547241211,77.41918182373047
-105.51466369628906,77.41940307617188
-105.51890563964844,77.41976165771484
-105.5215072631836,77.42068481445312
-105.52017974853516,77.42161560058594
-105.51686096191406,77.42259216308594
-105.514892578125,77.4229507446289
-105.21864318847656,77.4227294921875
-105.21272277832031,77.4230728149414
-105.20850372314453,77.42312622070312
-105.20358276367188,77.42283630371094
-105.20098876953125,77.42253875732422
-105.19778442382812,77.42182159423828
-105.19652557373047,77.42082214355469
-105.1978759765625,77.41983795166016
-105.20218658447266,77.41928100585938
