lng,lat
-67.66608428955078,82.18009185791016
-68.28002166748047,82.16883087158203
-68.46527099609375,82.16293334960938
-69.4693832397461,82.04871368408203
-81.50357055664062,81.15283203125
-76.4930419921875,81.21321105957031
-78.6451644897461,81.20573425292969
-88.17711639404297,80.03398132324219
-73.03302001953125,80.14862823486328
-71.47457122802734,80.1444320678711
-74.74287414550781,80.13849639892578
-73.27672576904297,80.13675689697266
-68.95226287841797,80.60435485839844
-81.19898223876953,78.7936782836914
-99.03136444091797,75.68115234375
-100.2227554321289,75.68103790283203
-88.20226287841797,75.02287292480469
-85.34313201904297,75.59504699707031
-84.40534210205078,75.51614379882812
-85.65044403076172,75.51435852050781
-86.02993774414062,75.51146697998047
-84.50686645507812,75.4476547241211
-84.91146850585938,75.4460678100586
-83.68824005126953,74.81654357910156
-83.83726501464844,74.81202697753906
-83.47156524658203,74.78816223144531
-83.79048156738281,74.78804779052734
-82.89845275878906,74.787841796875
-82.91401672363281,74.78498077392578
-83.01518249511719,74.78056335449219
-83.44821166992188,74.63969421386719
-94.0395278930664,73.96271514892578
-94.69383239746094,73.86190795898438
-95.1568374633789,73.86164855957031
-94.66035461425781,73.85633850097656
-94.88785552978516,73.85546112060547
-93.52249145507812,73.85506439208984
-93.11030578613281,73.8537368774414
-94.842041015625,73.75575256347656
-95.40775299072266,73.70805358886719
-94.7347412109375,73.5993423461914
-95.63677215576172,73.59912109375
-94.76012420654297,73.5381088256836
-93.11187744140625,73.5371322631836
-94.59162902832031,73.20618438720703
-93.92205047607422,73.20021057128906
-91.83358001708984,73.73693084716797
-91.62083435058594,73.6587905883789
-90.85491180419922,73.64582824707031
-78.33735656738281,73.62014770507812
-78.6104736328125,73.61815643310547
-79.01480865478516,73.61788940429688
-78.67646789550781,73.61764526367188
-79.01327514648438,73.61742401123047
-79.01013946533203,73.61196899414062
-78.68743896484375,73.60210418701172
-78.39970397949219,73.54730987548828
-80.2542953491211,73.30846405029297
-78.32919311523438,73.30508422851562
-80.08763885498047,73.25389862060547
-79.78008270263672,73.2142333984375
-79.83562469482422,73.19400024414062
-79.80200958251953,73.18669128417969
-93.46039581298828,72.86483001708984
-94.80989837646484,72.86419677734375
-93.00880432128906,72.83753204345703
