uid,loc_lng,loc_lat
00ccb00e1ad3f205b2077d01,121.194178,30.79593
3f9337d63c9dc6b0f72310c7,121.192961,30.795566
e6a189633f2b0169e856fa8d,121.212491,30.798412
46fe87eef7996183f219370d,121.194493,30.795822
df01f9a3fee45565276e9878,121.19916,30.790566
028ff1f94b649b97c3364450,121.198913,30.791418
d6c5d99134a2bee930169b2c,121.193371,30.790667
91c13f93000d10f921f017c7,121.205727,30.797211
30de25f1cddb33d3d3ff23f2,121.196051,30.787498
6de46b70884e42907602691c,121.212271,30.798481
dffd631c038c34bf38221cc7,121.195166,30.786423
318434d7bb62accf59bbbc6f,121.205698,30.797175
a5097bfad97fb61df03cba18,121.276034,30.804074
86257727418ba6c209a8d48c,121.275401,30.805598
13ac7bd296cb51859cf779b2,121.279289,30.788822
0fd3ee903161752c6849f31b,121.274199,30.804872
2d5e1654f5d8a0fb22f0176e,121.286351,30.805749
a3423442cfbb3074cc04ef1f,121.272789,30.80643
1213a3364ee4f830018972ae,121.264432,30.788115
e8eff60b187cb94246e274d9,121.266231,30.804788
f34eb60952c901cf260bd0dd,121.26958,30.804065
f9f939bcdc19ea9e843304e1,121.266258,30.805128
7d10bdb0648b24169ee3217b,121.278147,30.811687
53349ee396661c6d220262c0,121.298622,30.806514
0f1bde7cb07e7ad72cb908c2,121.277507,30.788375
f3a9aeb4eab15a499cf779e5,121.278103,30.78692
38e480371d2feb4a373a71c0,121.314511,30.801733
f1f5cac5eea86f9b36b06cc0,121.314082,30.801788
abc3034f442e29e857bfffac,121.325583,30.787362
5c743d4df4dd30682b201a8c,121.314123,30.802259
50f7d146db51ccc572210b2e,121.325368,30.787613
cb4fd146bd56e3429d9d68c0,121.307631,30.811763
9a3bb8e71569cd7c38e4a6cd,121.360436,30.783184
bd1d32856ea166243586f41f,121.359916,30.811254
c8167f7c884aafaac1f1cf67,121.400959,30.802103
b292b3aabdeb7a57be484229,121.418187,30.798119
4ad3903af3d043af363a719c,121.461123,30.804491
5ae01356a3da996fc9213db7,121.447337,30.816973
77ff03fafd9d19424afd3ff0,121.483282,30.808416
8d96925ccb763e44c1f1cf6a,121.180969,30.836872
8b90424bd223c0c20b69d9b5,121.18206,30.83566
55fa2c0b0171d92c1ce9992c,121.231046,30.835095
4edf9fbf57e1feeacd06a488,121.237181,30.833224
6d26d3f7cac15db01d5800ae,121.253648,30.829888
c1bd2471fe22415c31f71d31,121.238023,30.838639
5ffb181655ea845c6f4760c0,121.283732,30.82734
6b99b732d441d9f7cafa5f68,121.290719,30.828481
4bb049d9afd14a44990050f4,121.294565,30.840972
436eac7673478f1a0289722e,121.269123,30.84546
56693a4979612fb39d9d6832,121.325208,30.838287
274562253b5c7d06a21de933,121.324301,30.841299
2a7a25ec43dffd1d6d3e1bb8,121.330103,30.826671
644c65d9bafb1075f7b916e5,121.348808,30.828683
1911ae287de3b32c21026216,121.370926,30.83869
a12baa408c6b0655e856fac2,121.397635,30.832002
5c56edd61a101659a1d230ed,121.396829,30.841367
b4f155bd76eaaa2351e5c558,121.388823,30.830722
50fb64ff3740235ce9f85303,121.440936,30.844802
0b79ea34240102cde115f961,121.451192,30.844506
34e48508a001f2e1d8d891c2,121.44081,30.835247
a7c56ee00f3063b2a2acc490,121.440843,30.832275
1cea15a98a8bc9c407fef505,121.441622,30.838311
d991e11604b4d7561f3894c2,121.43597,30.833263
3810c8796df0f3889c09f7ed,121.438039,30.844854
1061620dc37b9eebc4f50d2d,121.451384,30.819404
5ae01356a3da996fc9213db7,121.447337,30.816973
1b8bcc1898f618a7f942b2a8,121.478754,30.837325
18adc674fcdd8ddac33644a8,121.481577,30.825935
c52be5d8ae7a59778b2fb51a,121.477956,30.843234
87165afc483e5c9651e5c594,121.502223,30.848114
5544c65bd41a505ee215f915,121.52842,30.838683
2cc3c8e889d27ad54d2fdffd,121.528716,30.838884
ed18ffd4298a4006c91b95ee,121.564431,30.839171
333ee76f0b1ded2281a12eaa,121.187162,30.859316
3a0a78bd7d10cbf9631809fb,121.185061,30.858191
75b23929c2fce4f2b23c81c8,121.292464,30.871529
9ee7cc7897f1520e17c905ac,121.298488,30.868152
d74b0e95114dd8cc15a1902d,121.285569,30.883644
6cacdfbc79773d74ad31e57b,121.330801,30.882416
f1ca85fb3c25b06dc6effbd3,121.316099,30.884371
a0abdfe3d76da77543afe6a1,121.331038,30.878665
10015c30aac4df2f9d82eaf5,121.30969,30.862923
37dea17a39c9a38dd813188a,121.312876,30.875129
d7b628fa329e833ace04ef8c,121.332778,30.87583
21196e6b1f91ce7a3a13fda3,121.313219,30.857541
afad60a87d906c99344aaee2,121.335804,30.871695
d8ed575e215eaaa08a36eee4,121.381458,30.872745
b388f9fdfbc0023cb35c6a39,121.381749,30.872342
d9a7268a49bab93bafcb66b2,121.356325,30.852301
46f927f46dba69cfa11de9e8,121.403846,30.880169
a12baa408c7a0655e856faed,121.425913,30.87227
bf29b70250e770e708b93abc,121.44712,30.858779
81a0d6703f31fae3f4e73bb9,121.469575,30.868263
4eb3b533e8eb3c7443024503,121.432477,30.87313
c879fa017fc67b49c909f0ed,121.489722,30.872845
0431ac10ccf755c13010af98,121.483531,30.870374
bd5046e8eb2ccd42d72ce2ed,121.487253,30.871286
ce074592e0e7f6b9f13cbaa5,121.489855,30.87287
9f03929a0bfd650457bfffff,121.491719,30.883712
5e2faea44408ee8708ccddd9,121.48064,30.869648
43b7e8895ee4806b58f6be00,121.493706,30.87622
469789450f8e4e0404fef5d8,121.496363,30.874203
86c393624aeda5f72fb17e24,121.481456,30.869894
417edacf5aa0dc9aeb12e4c5,121.478016,30.878696
07f3c8b5001a54606240a9e9,121.536044,30.86686
704bdd38084513483be4a685,121.532359,30.871925
ef773a0fe40b72352202203d,121.530409,30.87058
ff25be5312e796cb1c58006f,121.533097,30.874464
da9590aed868d0ff4054d70a,121.541458,30.869803
fd7aad7778b927c61df74d44,121.532085,30.87431
5b25f4467bbb5deb1029353d,121.534716,30.884309
e96b4420dab3685a82288ae9,121.53543,30.883707
0fa6c42782a72348d2f49e35,121.546136,30.880438
15e1e85e678335df58109338,121.544724,30.883016
923ffd001bfd49b6d92f283d,121.551932,30.873039
857f9947af9f92514afc8ddd,121.534366,30.883766
cc6d33a1b42eb12af503b8c5,121.546952,30.868226
09185c569d754d5cf119373d,121.551733,30.873036
e2a6d0eff0bd3946ad31e564,121.541623,30.855255
1096b66081c95ec5d22dd626,121.537969,30.876837
bf29b7026e5b5a9809b93a3d,121.543904,30.879083
32f7c0c2f4c097ab6fa3cc0c,121.541811,30.855319
b5f2e03be8fb5c539d82ea78,121.547958,30.871692
925c550f525a3db35a3ac83d,121.579627,30.854282
ab642b5299aa31fa9f09f744,121.586399,30.864807
e2c734e4c0ac9e2015a19038,121.573245,30.883781
759c8fde98cd3671f50e77e4,121.571888,30.882933
9d372ae316b282bda1d2301b,121.636838,30.865991
3e8f65c79b8c7fd051e5c500,121.605258,30.869857
9e266639267d3bbfb020a82e,121.645683,30.869688
b0d056f2f912757fcac3db1c,121.657454,30.879712
78bd50f794e39f5a31870a3f,121.738286,30.858398
5287aa956545df34343a7126,121.766291,30.873941
be94edf39bcd16cb471a321e,121.760491,30.868605
9b6d9555208b68248e7727ef,121.744387,30.88471
963cd0969d3d145b4e776ed0,121.799233,30.877194
bab1e74e3850eb7c441a3285,121.78008,30.874039
53eda9407231c6fc9fec2b3c,121.161749,30.897353
6deee30820f3ff6b29fc4825,121.157501,30.897317
f1f5cac5fd515ee637b06cb4,121.15783,30.902447
75036835c740e7ac5e0d02fb,121.195775,30.902689
a3f21eee7ad8c7392fb17e3d,121.180589,30.901153
133e7e1ece96d8f671455b6a,121.186929,30.891039
22e114076755e3b5d5b74e25,121.181484,30.903194
51aec7bc75ce2054d8d89165,121.176057,30.904976
719a7d0db400d259dd1e520c,121.176776,30.898697
7ab76bdfeaea65694f6d468e,121.228585,30.905988
23dd6a01231a72d6f4231006,121.228994,30.900977
f5ef8d5e20b6d22807fef5a9,121.228547,30.901134
4c40287f8fafd9ae260bd071,121.242247,30.910949
4ce47846c1ca443332870a36,121.257805,30.898383
2848ffd6d2b84e0e48cc4a25,121.253164,30.894971
43a3cae5b154ce0d4f3a5944,121.228682,30.901641
6419363f2b27b51b364aaeea,121.218208,30.90001
ce0a7e9a99664bff9f09f773,121.220592,30.901194
36e83b39f9048465373a71fc,121.256881,30.896656
9ee7cc78a639637316c905fb,121.255775,30.894015
cebe3a6701b7db85b5f42faf,121.277649,30.896373
4cc0960c686d9d7de8e58298,121.271876,30.897446
6935183d353084a83617dcaa,121.26766,30.892542
2848ffd638ea540c48cc4af4,121.271128,30.891981
4c634b361ef9de3cd4851f80,121.271429,30.897416
d74b0e95114dd8cc15a1902d,121.285569,30.883644
937f8ce5e71c557b2806cedf,121.262728,30.898655
0a15c7ec1997aafded74f824,121.316524,30.889663
a12baa40a6371c57e856fa24,121.315155,30.893655
086bfd2e9033c283fb22131a,121.329458,30.91369
f1ca85fb3c25b06dc6effbd3,121.316099,30.884371
38be367fa3a263592b3a9f00,121.315494,30.89365
c194e2c93503b955912ca348,121.330266,30.888581
562466132cad7167d0ff2321,121.3311,30.88821
93df0dc3b0b2ed56882fb53d,121.368313,30.896058
923c387c874e358449fd3f2f,121.355378,30.891963
6eb3afeaa2e8cb2dbadf8f2e,121.358143,30.898524
49d95938a5127e40c61e51f4,121.351418,30.893148
d4a552b215cc0049b320a833,121.385297,30.90202
573f939fb1eee5254afd3fc5,121.355226,30.914859
43b7e889728ba41458f6becc,121.391067,30.909204
b533ea4a3c68bf404f6d4603,121.404905,30.912062
0adce3e2ecb02e1f81a00cb2,121.415997,30.90143
06d2dffd5ce385f788f15d03,121.398035,30.90913
3008274f2a0aa0d98bfc06e5,121.419123,30.910135
a0fa500a0eead5e645e274c2,121.392046,30.893748
c16534058a36b078ab175a03,121.404378,30.915213
ed78748fe58a79706cc02c7d,121.41046,30.917632
fb7e5fa20c45150da5da3934,121.391769,30.905479
893569741b93bdb0df1e5206,121.399994,30.911591
34059f97a564575571455b03,121.450706,30.886818
a3e8341c6a2fa5964afd3fed,121.43281,30.906496
0523a1411a85a463b33c81ae,121.450573,30.886828
7524cb4f4fe4384904026f39,121.442695,30.914392
9ca0e315c843d98c471a3268,121.45801,30.901578
af5c1e59bf1e3f7ca1046472,121.432828,30.909757
2846da1cc0c7a5132fb96d73,121.444292,30.918402
aacad335bb8bed367ab55c18,121.469257,30.90375
c879fa014697604bc909f000,121.470093,30.903703
9c73212d1dd7b2eb1d1d117c,121.469862,30.901197
ef18e1dd482f37f2f4c59c82,121.441834,30.916648
92b806d2c45c47ff79b55c03,121.459097,30.886646
73183f701df08fb109a8d4cc,121.494966,30.901772
9f03929a0bfd650457bfffff,121.491719,30.883712
8a77672f7ca92d0e0a5cb329,121.502467,30.905507
a4142d859efb5266fea7784f,121.506178,30.88922
256e0e3ff66cd1c5c809f0b8,121.479143,30.896221
fd007c5e2ea8256da8f7293d,121.536431,30.893956
5b25f4467bbb5deb1029353d,121.534716,30.884309
50fb64ffd9bb0923e9f85340,121.54217,30.909287
e96b4420dab3685a82288ae9,121.53543,30.883707
4c318290bf195467c356acc9,121.527419,30.914102
d0b8923f95a37de3b5f42f3d,121.543192,30.884564
857f9947af9f92514afc8ddd,121.534366,30.883766
426e0c98a671933d9a00506d,121.52313,30.905912
7aea43b7097cbdfb7c29bde9,121.553503,30.899639
7388dffd51236a95d3ff235c,121.543895,30.916477
43b7e88947b19b6958f6bee9,121.582213,30.890113
680fb703d4cfcfe18bb98838,121.572791,30.892131
0523a141ba100460b23c8138,121.581976,30.907729
e2c734e4c0ac9e2015a19038,121.573245,30.883781
881a28e7d404dd44f942b2e9,121.623447,30.902264
8f19cf4812be150a10293510,121.618213,30.899834
a7f9867ec07278f114b54b6c,121.622795,30.904282
09ddc00914f035516f4760e0,121.616508,30.90362
764672e5d52239ae94ec84e9,121.617643,30.905755
c8c30cb35e03202a88db73c0,121.615268,30.907067
5bb1e5274f0db5f7130daabb,121.622226,30.915852
954d7560189d547309a8d438,121.617765,30.909019
ad97a4c0cffef314fea778e7,121.601542,30.897266
727e8f62463b34d3f11937e6,121.631781,30.913212
27f9be949dd150248605bf28,121.632366,30.903335
48f86aac523af151c26c1487,121.633991,30.904346
359819e292f62b584d2fdf00,121.638467,30.896735
7003d48a46eeff598b2fb5e5,121.614756,30.916463
cc788fde3869ea8b88fc063f,121.676561,30.897839
2ce17a8926e67508e115f987,121.67376,30.905796
680fb703d4cecfe18bb9883b,121.66003,30.885531
1465e1b6786396118f1a8983,121.72357,30.902383
bec9430de6f247f03517dc07,121.738255,30.901265
d275ba876b7eec794d2fdfda,121.746056,30.909872
eb3675035690e21a00ec013f,121.751718,30.909857
5fe1cb3e8ed70cd212882499,121.738426,30.899669
e85e2527ffbb2e2e95f08c3b,121.735138,30.907775
f757e6ee5929a414260bd0e7,121.762642,30.912049
2f8ee427501201aeb3077d05,121.744309,30.911831
6cf42ad64307613ac7f025a4,121.736378,30.907815
84d97b555c6c0d4931f71d94,121.733597,30.9076
dffdf8968261072fede4a598,121.735065,30.907397
1edc070d78ffacd4ab175a61,121.7535,30.910107
d3b9c4011ae6b1393617dccd,121.762123,30.913314
aa29a24e5dccf94831f71dec,121.73525,30.913351
e132f8595d95ddc1dbd89166,121.736045,30.909469
9b6d9555208b68248e7727ef,121.744387,30.88471
