lng,lat
-127.51237487792969,60.540306091308594
-127.5145492553711,60.54046630859375
-127.51557159423828,60.540889739990234
-127.51616668701172,60.54146194458008
-127.51615905761719,60.54195785522461
-127.515380859375,60.542701721191406
-127.51237487792969,60.540306091308594
-127.51468658447266,60.45998764038086
-127.510498046875,60.460845947265625
-127.5105972290039,60.45990753173828
-127.51182556152344,60.458831787109375
-127.51180267333984,60.45775604248047
-127.51213836669922,60.45753479003906
-127.51349639892578,60.45765686035156
-127.51385498046875,60.45780563354492
-127.5149154663086,60.45964813232422
-127.51468658447266,60.45998764038086
-127.50865936279297,60.4653434753418
-127.50888061523438,60.465518951416016
-127.50890350341797,60.46665954589844
-127.50857543945312,60.467140197753906
-127.50788879394531,60.46731185913086
-127.5074462890625,60.4671516418457
-127.50732421875,60.46658706665039
-127.50820922851562,60.465538024902344
-127.50865936279297,60.4653434753418
-127.5412368774414,60.40795135498047
-127.53662872314453,60.40920639038086
-127.53559112548828,60.40922164916992
-127.53501892089844,60.40895462036133
-127.53490447998047,60.4083251953125
-127.53545379638672,60.40776443481445
-127.53646087646484,60.40714645385742
-127.53736877441406,60.40684127807617
-127.53996276855469,60.40650177001953
-127.5453872680664,60.40495300292969
-127.54583740234375,60.40507507324219
-127.54585266113281,60.4055061340332
-127.54505920410156,60.40615463256836
-127.5412368774414,60.40795135498047
-127.53214263916016,60.36647033691406
-127.53213500976562,60.3662109375
-127.532470703125,60.36604309082031
-127.5329360961914,60.3660774230957
-127.53361511230469,60.366424560546875
-127.53408813476562,60.36720275878906
-127.53523254394531,60.36787033081055
-127.53559112548828,60.36842346191406
-127.53524780273438,60.36875915527344
-127.5344467163086,60.368778228759766
-127.53227233886719,60.36726379394531
-127.53214263916016,60.36647033691406
-127.11813354492188,60.09707260131836
-127.1165771484375,60.097923278808594
-127.11555480957031,60.098201751708984
-127.1151123046875,60.09798049926758
-127.11499786376953,60.097190856933594
-127.12149047851562,60.094093322753906
-127.12327575683594,60.09336471557617
-127.1241683959961,60.093135833740234
-127.12495422363281,60.09386444091797
-127.12394714355469,60.094764709472656
-127.12273406982422,60.09554672241211
-127.12117004394531,60.09622573852539
-127.11993408203125,60.09645080566406
-127.11813354492188,60.09707260131836
-127.9200210571289,60.52013397216797
-127.91761016845703,60.51964569091797
-127.91692352294922,60.51942443847656
-127.91645050048828,60.51898193359375
-127.91678619384766,60.51881408691406
-127.92022705078125,60.519351959228516
-127.9200210571289,60.52013397216797
-127.67351531982422,60.721920013427734
-127.67417907714844,60.721351623535156
-127.67464447021484,60.72124099731445
-127.67533111572266,60.72140121459961
-127.67534637451172,60.72190475463867
-127.6744613647461,60.723358154296875
-127.67412567138672,60.72360610961914
-127.67366027832031,60.7233772277832
-127.67351531982422,60.721920013427734
-127.66182708740234,60.59614181518555
-127.66055297851562,60.59587097167969
-127.66033172607422,60.59564208984375
-127.66099548339844,60.59547805786133
-127.66407775878906,60.59547424316406
-127.66431427001953,60.59556579589844
-127.66363525390625,60.596073150634766
-127.66227722167969,60.5962028503418
-127.66182708740234,60.59614181518555
-127.68230438232422,60.82856750488281
-127.68296813964844,60.827720642089844
-127.68465423583984,60.826534271240234
-127.68534851074219,60.82617950439453
-127.68580627441406,60.8262939453125
-127.6860580444336,60.827266693115234
-127.68549346923828,60.82792282104492
-127.6832275390625,60.829071044921875
-127.68243408203125,60.829063415527344
-127.68230438232422,60.82856750488281
-127.51982116699219,60.42618942260742
-127.51914978027344,60.42620086669922
-127.5190200805664,60.4257926940918
-127.52012634277344,60.42466735839844
-127.52114868164062,60.42427444458008
-127.52262115478516,60.42420959472656
-127.52363586425781,60.42341995239258
-127.5250015258789,60.42340850830078
-127.52534484863281,60.42380905151367
-127.52523803710938,60.42458724975586
-127.52478790283203,60.424922943115234
-127.52298736572266,60.42532730102539
-127.52163696289062,60.42584991455078
-127.51982116699219,60.42618942260742
-127.46013641357422,60.15024185180664
-127.45802307128906,60.14962387084961
-127.45801544189453,60.14901351928711
-127.45869445800781,60.14912033081055
-127.46039581298828,60.15007400512695
-127.46013641357422,60.15024185180664
-127.50814819335938,60.575103759765625
-127.50664520263672,60.57398986816406
-127.50650787353516,60.573368072509766
-127.5072021484375,60.573421478271484
-127.50984954833984,60.57487869262695
-127.51009368896484,60.575260162353516
-127.50952911376953,60.575538635253906
-127.50814819335938,60.575103759765625
-126.31147766113281,60.30487060546875
-126.31183624267578,60.30470657348633
